Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles
101-68 105th St,"Ozone Park, NY 11416","101-68 105th St Ozone Park, NY 11416 ",40.6845819,-73.8374758,18,0.9689583886570022,1,1.3560063095922865,37,0.19813952941482943,6,0.6485286179488955,335,0.26481734018161185,40,0.0798415905297053,1,2.1140186349317203,0,inf,1262,0.1401028826180223,44,0.19813952941482943,0,inf,0,inf,4,2.364867155868482,61,0.28266518179448236
63 Ashford St,"Brooklyn, NY 11207","63 Ashford St Brooklyn, NY 11207 ",40.681305,-73.8866838,29,0.35955590633184514,1,1.7195437068922546,64,0.1268336006944503,14,1.2096708198370163,486,0.21048404280615823,87,0.11066391606957102,1,3.082337847674543,0,inf,1588,0.11510236152427977,65,0.1268336006944503,0,inf,1,2.6902164849214016,4,1.115997849284578,70,0.18198808197019217
215 W 78th St Apt 1C,"New York, NY 10024","215 W 78th St Apt 1C New York, NY 10024 ",40.7827977,-73.9792213,13,0.390377524621764,2,1.0111780469685983,84,0.08381285707648471,16,0.9961604408641118,1998,0.01585601575065185,179,0.11243578562420664,10,0.9044548787928395,11,0.6508034881735316,1367,0.0561721228329281,92,0.08381285707648471,0,inf,25,0.254512953399702,23,0.6149814829533693,157,0.1768915943087626
155 Sterling St,"Brooklyn, NY 11225","155 Sterling St Brooklyn, NY 11225 ",40.6630373,-73.9558549,27,0.7192906195497899,0,inf,100,0.26201763400850014,12,1.136280354909842,820,0.10201590958088207,186,0.22676635145840962,3,1.2967049468583929,0,inf,1783,0.055691214761050635,103,0.26201763400850014,0,inf,7,0.16820633532100226,4,1.6543126735750355,137,0.3448502754919641
165 Battery Ave,"Brooklyn, NY 11209","165 Battery Ave Brooklyn, NY 11209 ",40.6151281,-74.0247449,2,0.15581945799256278,0,inf,41,0.337589951393725,0,inf,360,0.2064618798953014,40,0.6258672996573793,0,inf,0,inf,858,0.08194951638636015,41,0.337589951393725,0,inf,1,2.7128162899266526,2,2.196396984875446,66,0.3533646854276514
362 Senator St,"Brooklyn, NY 11220","362 Senator St Brooklyn, NY 11220 ",40.6362784,-74.0238337,2,1.5551398880365233,0,inf,42,0.10603255332182909,1,3.03816625544554,483,0.06974404584842615,53,0.46712327815700916,1,2.853203065256306,0,inf,891,0.045599820531852776,42,0.10603255332182909,0,inf,2,2.2719263591242975,3,0.8493875122939136,77,0.3151372783009598
46 Edgewater Park Unit D,"Bronx, NY 10465","46 Edgewater Park Unit D Bronx, NY 10465 ",40.8225207,-73.8111908,15,0.95689685826249,0,inf,8,1.9761903407910066,0,inf,76,1.3358961468049249,36,0.36947741036125076,0,inf,0,inf,400,0.013735672307024056,8,1.9761903407910066,1,1.6345849460093405,1,1.5966635202170365,5,1.5486987991318255,17,1.7033221612822274
211 13th St,"Brooklyn, NY 11215","211 13th St Brooklyn, NY 11215 ",40.6679334,-73.9903374,10,1.6066955286181677,0,inf,90,0.164012747499405,5,1.3329192111298163,982,0.05529025578350565,154,0.28916006005624234,3,1.6398240698469095,0,inf,1255,0.1451984108069914,92,0.164012747499405,0,inf,15,0.6702951593062401,8,0.2972543254836305,133,0.1426259400147615
20-44 26th St,"Astoria, NY 11105","20-44 26th St Astoria, NY 11105 ",40.7811107,-73.9107122,24,1.61855177425278,0,inf,66,0.42892263255028773,14,0.7868728163984118,1157,0.24049152528242942,161,0.2575856889776967,2,2.3698716565080136,1,2.578810104959517,1304,0.20665663593596945,69,0.42892263255028773,1,2.323797763308531,10,1.7703457901046595,6,1.9498188431746384,152,0.2449007472282826
360 Furman St Apt 815,"Brooklyn, NY 11201","360 Furman St Apt 815 Brooklyn, NY 11201 ",40.6935342,-74.0002618,19,0.9102350416501128,0,inf,113,0.4473316700231974,22,1.1371453828535805,2147,0.04141354880672143,163,0.5635138327106989,9,0.7542187734385395,13,2.4348395943278156,1136,0.04115984878855104,122,0.4473316700231974,0,inf,29,0.578736043846728,13,0.49543970873788956,165,0.037096087573997204
530 East 76th St unit: PH35H-36H,"New York, NY 10021","530 East 76th St unit: PH35H-36H New York, NY 10021 ",40.7684839,-73.9500551,13,0.9839446688138984,2,1.7194155727930356,103,0.4395783446136757,25,1.180929322238021,2432,0.12690243579362484,171,0.2089778891195917,10,0.741718798008127,10,0.3622590949100497,1571,0.11105883038778636,109,0.4395783446136757,1,2.593584804686946,24,0.8080914685076895,22,0.4981186079884714,205,0.2336426949300282
107-24 71 Rd Unit 7E,"Forest Hills, NY 11375","107-24 71 Rd Unit 7E Forest Hills, NY 11375 ",40.7202357,-73.8429625,15,0.8684596398570152,2,2.5945191881573475,38,0.12953173577704513,7,0.736533181602977,712,0.02569687890405898,51,0.0976732626109718,1,0.7182372880080071,0,inf,1556,0.05962601029688557,44,0.108784794198207,0,inf,1,1.7642611660412955,3,1.927980145509579,125,0.07291463253671779
12 Mill Rd Unit B,"Staten Island, NY 10306","12 Mill Rd Unit B Staten Island, NY 10306 ",40.568277,-74.1066271,2,0.8706451908666017,0,inf,6,0.6601228393823483,0,inf,98,0.16758940697494046,12,0.4244502341469397,0,inf,0,inf,292,0.026873575385781102,6,0.6601228393823483,0,inf,0,inf,1,0.7903738607700984,15,0.2858728852628722
40 Broad St Apt 15E,"New York, NY 10004","40 Broad St Apt 15E New York, NY 10004 ",40.7060214,-74.0117866,17,0.4431106123992229,1,2.5123174375406214,106,0.050023333020979416,31,1.4880395964545685,2363,0.02589546468150323,159,0.033701332309383464,9,0.05362463231779308,14,1.7754404754412523,1064,0.0827078986292438,117,0.050023333020979416,1,2.8650417614062236,38,0.1381563975101513,16,0.15947101498800173,159,0.07380540976111771
800 Grand Concourse Apt 3KS,"Bronx, NY 10451","800 Grand Concourse Apt 3KS Bronx, NY 10451 ",40.8244101,-73.9237647,37,0.711210467627477,0,inf,77,0.24948991475526702,6,1.3592168342524897,505,0.18550885739726283,218,0.10235731436951316,4,0.7700569834644557,1,1.4748893185801704,1164,0.04804638688095757,84,0.24948991475526702,0,inf,14,0.3080291335091982,9,0.6429768798310941,93,0.21879147160966309
109 Lafayette St Rm 501,"New York, NY 10013","109 Lafayette St Rm 501 New York, NY 10013 ",40.7179262,-74.0005942,20,0.32368897813447367,2,1.6799457519115317,130,0.03860080645051307,38,0.4796813750326386,2992,0.01735610188019388,178,0.11825679133731377,11,0.3031127432680963,20,0.783436586996523,1303,0.11733540225868219,145,0.03860080645051307,1,1.8778901996831434,44,0.11200637595796863,17,0.4916938359571528,186,0.11808188701712172
67-66 108th St Units C & 4,"Forest Hills, NY 11375","67-66 108th St Units C & 4 Forest Hills, NY 11375 ",40.7272034,-73.8471901,12,0.8848231857441499,2,2.175383434691144,37,0.31919859297447234,8,1.2137785888368506,776,0.1928247488506312,50,0.6188782218765094,1,1.1943009335992103,0,inf,1530,0.032574115544113255,44,0.31919859297447234,0,inf,1,1.711510654016627,4,1.988400864578467,132,0.21098108274985405
510 W 123rd St Apt 43,"New York, NY 10027","510 W 123rd St Apt 43 New York, NY 10027 ",40.8112719,-73.9581854,26,0.1589285716991176,0,inf,64,0.2960295505391604,3,1.154810298943838,924,0.0078040216335527254,209,0.08221701657056021,5,0.12323795790317285,2,0.5992584910079137,1025,0.03424789215207816,67,0.2960295505391604,0,inf,20,0.5880985268472277,18,0.5009639905219697,115,0.09151402484629743
215 Chrystie St Ph 2,"Manhattan, NY 10002","215 Chrystie St Ph 2 Manhattan, NY 10002 ",40.7231104,-73.9920935,22,0.7439337502682343,2,1.46964181250253,148,0.11493277678688793,40,0.08437195661425816,3220,0.034952226034614245,184,0.21971421522869433,14,0.4826943625554683,20,0.4261445008171316,1423,0.053335087316768934,163,0.11493277678688793,1,1.3059753768243263,45,0.06785962645024853,19,0.19782889715897245,202,0.05295471005749636
420 Stobe Ave,"Staten Island, NY 10306","420 Stobe Ave Staten Island, NY 10306 ",40.5787641,-74.0933922,2,1.4188889993042917,0,inf,5,0.6209178276461419,0,inf,91,0.30653178036580186,13,0.33737373804944576,0,inf,1,2.943783148087269,339,0.3050516603313561,5,0.6209178276461419,0,inf,0,inf,1,1.4255455446089311,18,0.3201415004178289
266 Wakeman Pl,"Brooklyn, NY 11220","266 Wakeman Pl Brooklyn, NY 11220 ",40.6383349,-74.0253897,2,1.6320973993025276,0,inf,41,0.26653464236287683,1,2.9201824363311895,481,0.1562621811080327,53,0.4134834482112792,1,2.751269195908953,0,inf,873,0.026725273177713157,41,0.26653464236287683,0,inf,2,2.361101825698616,3,0.806012543030138,75,0.45777054646687876
335 E 59th St,"Brooklyn, NY 11203","335 E 59th St Brooklyn, NY 11203 ",40.6457945,-73.9208121,24,0.6268349801404125,0,inf,60,0.9908376684936185,5,0.987127797466741,239,0.394298256638923,97,0.1420487080175917,1,2.691412603390381,0,inf,1536,0.05493692572214961,62,0.9908376684936185,1,2.95286721752772,2,1.94456973750622,4,1.9077475655719403,62,0.253323562200937
673 Pelton Ave,"Staten Island, NY 10310","673 Pelton Ave Staten Island, NY 10310 ",40.6256721,-74.1080523,1,2.953517032345124,0,inf,5,1.7361435466172048,1,1.164382100227645,159,0.29238978299064466,23,1.1900015582268588,1,2.0231974507822823,1,0.9382598998144838,587,0.30651540795780424,7,1.7361435466172048,0,inf,8,0.8437888227428403,0,inf,21,0.40898218846129575
2 E 55th St Unit 803/05,"New York, NY 10022","2 E 55th St Unit 803/05 New York, NY 10022 ",40.761255,-73.9744834,15,0.9415621263152812,3,0.6595375212349396,117,0.0908419683623664,36,0.19926369180493442,3093,0.005300443260532689,171,0.10002742248226236,12,0.5354073245317654,21,0.7604641834982304,1560,0.04069226970060812,124,0.0908419683623664,1,1.8029943148323115,36,0.3078262845183854,25,0.14239577519782978,203,0.15081564182176668
4 E 66th St Fl 3,"Manhattan, NY 10065","4 E 66th St Fl 3 Manhattan, NY 10065 ",40.768301,-73.9697336,16,0.9880136153340326,3,0.6870753103464478,112,0.2850884656455667,33,0.3862760407106419,2768,0.06065981041756414,180,0.0672433016268391,13,0.3070039255705774,21,0.7157159366017856,1575,0.03222807309229345,120,0.2850884656455667,1,2.2933043720888238,30,0.2845905059542097,23,0.2524658210000803,201,0.13808228913668794
2121 Shore Pkwy Apt 3A,"Brooklyn, NY 11214","2121 Shore Pkwy Apt 3A Brooklyn, NY 11214 ",40.5855015,-73.9880572,1,2.8424836751515943,0,inf,34,0.31597723060319116,0,inf,234,0.4497915020347851,50,0.37248018806932753,1,2.009205973338653,0,inf,778,0.16889007261504244,34,0.31597723060319116,0,inf,0,inf,1,1.0070525964361965,48,0.7148390319848776
800 Ocean Pkwy Apt 4N,"Brooklyn, NY 11230","800 Ocean Pkwy Apt 4N Brooklyn, NY 11230 ",40.6289121,-73.9718977,6,1.4211842556475767,0,inf,69,0.2729762012662413,2,2.3727436461085474,560,0.26265690967593197,126,0.21007513002385933,1,1.6018473091640266,0,inf,1543,0.16222632697263178,69,0.2729762012662413,0,inf,4,0.6465796540565784,4,0.2524781638203139,102,0.18492324150223208
242 E 49th St,"New York, NY 10017","242 E 49th St New York, NY 10017 ",40.7544016,-73.9697608,17,0.7086498233808832,3,0.9823038226313464,127,0.219530595901103,43,0.587268904843654,3391,0.051926283909795826,181,0.2046031024947618,12,0.7312682356415555,21,0.8526230953062748,1587,0.023469637258571138,133,0.219530595901103,1,1.3383595664378236,43,0.4864365549391228,25,0.19306927591580364,228,0.056071994139667174
170 Campus Rd,"Staten Island, NY 10301","170 Campus Rd Staten Island, NY 10301 ",40.613684,-74.0961237,1,2.910258924099524,0,inf,7,1.4029172724439805,1,1.9973695228091375,161,0.24305775379657657,15,0.5576178867305369,1,2.271612972553197,1,0.5935066153157147,594,0.18823975004734453,7,1.4029172724439805,0,inf,8,1.110178810681761,1,3.013411297782251,20,0.20253426542755795
84-39 60th Dr,"Middle Village, NY 11379","84-39 60th Dr Middle Village, NY 11379 ",40.7284239,-73.874275,11,2.3024922221057302,2,2.866190065178241,40,0.4112553902660584,13,1.508024926434881,929,0.3132215963586079,60,0.5492167385253662,1,2.4449734776094867,0,inf,1345,0.06094375494994432,44,0.4112553902660584,0,inf,2,2.688429473719211,2,1.134574554327881,129,0.3617307858102944
62 Todt Hill Rd,"Staten Island, NY 10314","62 Todt Hill Rd Staten Island, NY 10314 ",40.6116314,-74.119172,3,2.482859449778067,0,inf,6,2.1059101251948404,1,1.1790595220904247,196,0.17726286149153048,18,0.10666460092220692,1,3.1021572782730353,1,1.621785763432642,642,0.13090285715852112,7,2.1059101251948404,0,inf,8,0.9207817004745459,1,2.604423990314561,25,0.24700410235400255
27 E 95th St Apt 3E,"New York, NY 10128","27 E 95th St Apt 3E New York, NY 10128 ",40.7869929,-73.9553348,19,0.6047619463880777,1,1.930169201672554,94,0.24531658353416527,16,1.0516011100301492,1956,0.12182096974746055,210,0.14064354611900634,9,1.4444567268745614,7,1.5348284890370905,1429,0.04524071674648732,98,0.24531658353416527,0,inf,21,0.5564093282715723,23,0.8889580199524096,166,0.13929258494005256
436 W 23rd St Apt D,"New York, NY 10011","436 W 23rd St Apt D New York, NY 10011 ",40.7468044,-74.0024337,20,0.3724277003217171,3,0.3525404053409527,122,0.23211571415997465,35,0.22783699181329506,3137,0.0729117580347621,149,0.135488216425213,14,0.5949394869051844,23,0.4383058885386384,1533,0.04137462348864449,138,0.23211571415997465,1,1.7460817955710626,47,0.24442779273174825,29,0.6463734893911395,180,0.06961185696682654
3681 Broadway Apt 62,"New York, NY 10031","3681 Broadway Apt 62 New York, NY 10031 ",40.8315353,-73.9471842,34,0.3920409091688167,0,inf,68,0.21135366987012583,4,1.5154159814525345,557,0.15893389822097728,205,0.25055169891445606,4,0.136221356498284,1,0.9715198804465796,1002,0.04351441571900974,74,0.21135366987012583,0,inf,13,0.12831288891233314,10,0.6871376947593162,95,0.3643637698733616
77 Arlington Pl,"Staten Island, NY 10303","77 Arlington Pl Staten Island, NY 10303 ",40.63599,-74.166015,8,1.7185757286838967,0,inf,0,inf,2,1.6443789926330952,88,0.5054333469445705,31,0.4767712241596116,0,inf,0,inf,309,0.027549751515619093,1,2.3160121165873124,0,inf,3,2.1051552137450176,0,inf,11,0.5117733322490143
396 Audubon Ave,"New York, NY 10033","396 Audubon Ave New York, NY 10033 ",40.8510302,-73.9309117,44,0.7344522324733198,1,2.0338223704886342,66,0.19092778656547044,4,0.6165487246721397,304,0.08567103796767142,195,0.1678818035283208,3,1.4579557860760646,1,2.519301037834116,946,0.06760605603692177,75,0.19092778656547044,0,inf,12,0.9542043540583366,7,0.0903467122564956,68,0.2616368297350604
269 W 72nd St Apt 2A,"Manhattan, NY 10023","269 W 72nd St Apt 2A Manhattan, NY 10023 ",40.7796181,-73.9836379,13,0.07435837327041578,3,0.7750636826820215,89,0.10229307649505787,16,0.7650933130945089,2113,0.009795161009129815,174,0.029250732156009037,11,0.6002221808369608,12,0.39974574664160284,1372,0.028112862651924277,97,0.10229307649505787,0,inf,29,0.29689607377690147,23,0.3732321867066296,159,0.10057436211535789
1769 E 13th St Apt 2B,"Brooklyn, NY 11229","1769 E 13th St Apt 2B Brooklyn, NY 11229 ",40.60639,-73.959437,4,1.7097364714014445,0,inf,48,0.18102115692816784,1,1.9639319015611465,314,0.17608616773175959,88,0.14695299242903384,1,0.1480996368764873,0,inf,1249,0.11071086620808883,48,0.18102115692816784,1,3.0026146504014535,2,2.297781465505665,3,1.6523904527705207,70,0.11913260004581064
1664 Madison Pl,"Brooklyn, NY 11229","1664 Madison Pl Brooklyn, NY 11229 ",40.6116937,-73.9426401,6,0.7539197839965256,0,inf,44,0.8206924468938637,2,1.012529276699725,268,0.62555965973931,90,0.27973655866294744,1,1.0786041201664653,0,inf,1248,0.18872098735983706,44,0.8206924468938637,1,2.162763588764086,3,2.586512909013761,2,0.7391674036183244,65,0.6222832671074078
11 Charlton St Apt 1A,"Manhattan, NY 10014","11 Charlton St Apt 1A Manhattan, NY 10014 ",40.7271335,-74.0038117,18,0.5682294441383332,3,1.0309416140774001,128,0.1104723484712537,38,0.2422263557432391,3095,0.030089685700251105,167,0.05274468560498369,13,0.4939212584669149,20,0.3364807892978267,1418,0.0313295866449612,143,0.1104723484712537,1,1.7143259740611165,44,0.2777509530415537,18,0.47738157691338723,180,0.11207474147307496
76 Lorraine Ave,"Staten Island, NY 10312","76 Lorraine Ave Staten Island, NY 10312 ",40.5461522,-74.220343,5,1.8036748284705957,0,inf,8,1.639289283008239,0,inf,91,0.22399536926664132,14,1.445839137717496,0,inf,0,inf,180,0.08023895917146683,9,1.639289283008239,0,inf,1,0.4103201381897475,0,inf,9,0.554795103959693
13022 126th St,"South Ozone Park, NY 11420","13022 126th St South Ozone Park, NY 11420 ",40.6722063,-73.8128817,14,0.4189912523146665,1,2.299561802666321,24,1.1461611562692904,7,0.6795556107049683,206,0.23437749587289886,26,0.7654841082872695,1,3.0967515273926627,0,inf,1088,0.20966475126144948,37,0.9474101362550522,0,inf,0,inf,1,1.2848546639226668,47,0.5698038877244999
262 Howard Ave,"Staten Island, NY 10301","262 Howard Ave Staten Island, NY 10301 ",40.6237268,-74.0887685,0,inf,0,inf,6,0.7724425251929977,1,2.1852804971199737,163,0.4863361187644561,14,0.308803469880343,1,1.4801519304506856,1,0.20288716491550743,588,0.19990154810495828,8,0.7724425251929977,0,inf,8,0.33563461258682653,0,inf,17,0.8721024262206287
190A Decatur St,"Brooklyn, NY 11233","190A Decatur St Brooklyn, NY 11233 ",40.6810016,-73.9357093,32,0.05695198168355589,0,inf,107,0.2763340988090769,27,0.7497933770227894,1102,0.0926306404237784,195,0.41935269997241464,3,0.5101088164550542,0,inf,1855,0.061296718668333944,110,0.2763340988090769,0,inf,9,1.4807559526747143,4,2.3117195945436873,144,0.41631525787253393
16 Greene St Apt 2N,"Manhattan, NY 10013","16 Greene St Apt 2N Manhattan, NY 10013 ",40.7207797,-74.0027108,19,0.5478012231210052,2,1.472273373708497,128,0.0994254412877989,36,0.4125761228193706,3010,0.06615835999252864,173,0.27034978456836933,11,0.3064326240950832,20,0.6525990941987478,1322,0.09038957904344425,144,0.0994254412877989,1,1.8526801330209655,44,0.0702652273942481,18,0.440407220478067,185,0.17119004356953144
3 E 128th St,"New York, NY 10035","3 E 128th St New York, NY 10035 ",40.8082963,-73.9402414,32,0.07366370141804883,0,inf,74,0.28041083729892546,5,0.6539985224298827,963,0.1470838762519347,215,0.040899595039256186,5,0.7280990455023838,2,0.8406376525378592,1202,0.04924043520613322,77,0.22231508606084283,0,inf,18,0.18794670997834995,11,1.201722736304933,123,0.17484184877037381
249 W End Ave,"New York, NY 10023","249 W End Ave New York, NY 10023 ",40.7794955,-73.9850575,13,0.06919185119629737,3,0.7743138088335416,89,0.17117024089863422,16,0.7665107932128417,2111,0.06426847756378488,170,0.10105232158776896,11,0.5648421801155621,13,0.4035545510533202,1361,0.019087736482600405,97,0.17117024089863422,0,inf,29,0.36819339617328867,23,0.36233184286667647,160,0.15867166060203428
46A Grissom Ave Unit A,"Staten Island, NY 10314","46A Grissom Ave Unit A Staten Island, NY 10314 ",40.5956515,-74.1592477,5,0.6487483000300762,0,inf,6,2.691189286945773,1,2.622021267191682,121,0.3727900651001177,14,0.8797598902700222,0,inf,0,inf,333,0.1309253735970756,6,2.691189286945773,0,inf,2,1.8762806121014697,1,2.564817352029602,13,0.5220893024586996
49 Pine St,"Staten Island, NY 10301","49 Pine St Staten Island, NY 10301 ",40.6361419,-74.0871053,1,2.5764065053999325,0,inf,4,0.6461713403338402,1,2.359289689537654,138,0.15117223214031686,22,0.11860527324866284,1,0.7142435442976772,1,1.0393672437720731,561,0.09794432646621298,8,0.6461713403338402,0,inf,8,0.5254793560595378,0,inf,16,0.6127412881151042
2652 Cropsey Ave Apt 14E,"Brooklyn, NY 11214","2652 Cropsey Ave Apt 14E Brooklyn, NY 11214 ",40.5889353,-73.9905675,1,2.5847601349299842,0,inf,38,0.36025420163262944,0,inf,274,0.17896217725539534,53,0.22832732683446297,1,1.9416077182850797,0,inf,869,0.11143774906541005,38,0.36025420163262944,0,inf,0,inf,2,1.2747725015403477,57,0.8072258201992831
50 John St,"Staten Island, NY 10302","50 John St Staten Island, NY 10302 ",40.6377666,-74.1429393,4,2.5118224425696227,0,inf,0,inf,2,1.025905982193548,101,0.5072042263760099,30,0.9861079835879184,0,inf,1,2.9495151073634456,423,0.08031749997681772,3,1.3530261571630673,0,inf,8,1.189960395869159,0,inf,11,0.8876831864387414
144-68 38th Ave Unit 402,"Flushing, NY 11354","144-68 38th Ave Unit 402 Flushing, NY 11354 ",40.7630989,-73.819999,13,0.5540968351091303,2,0.6358500026307149,6,0.5735317085304787,1,0.5980275768547141,378,0.18627349356031664,24,0.47220396623987665,0,inf,0,inf,1010,0.1405008399225018,12,0.2839286629850772,1,2.8118776252642936,1,1.8512296586205026,4,0.545547775073403,70,0.12443863194869284
43-29 157 St,"Flushing, NY 11355","43-29 157 St Flushing, NY 11355 ",40.7582986,-73.8087934,12,1.0565135642949044,2,1.0816663085389482,4,1.11294118080429,1,1.2145148323921782,340,0.24389650197987206,27,0.25333919708560143,0,inf,0,inf,1011,0.10473390349615386,10,0.43108628750971034,0,inf,1,1.5714191711922174,4,1.1786856881488343,65,0.31990155782493424
175 Beach 124th St,"Rockaway Park, NY 11694","175 Beach 124th St Rockaway Park, NY 11694 ",40.5767844,-73.8437212,9,0.7058605860563208,0,inf,7,0.4837774525513299,0,inf,26,0.33586458562662486,5,0.505624869938408,0,inf,0,inf,122,0.06090998674026408,7,0.4837774525513299,0,inf,1,2.9066430120106084,0,inf,4,0.3938713630247085
615 W 113th St Unit 3132,"Manhattan, NY 10025","615 W 113th St Unit 3132 Manhattan, NY 10025 ",40.8063152,-73.9654919,20,0.6067049003496577,1,2.76961370445161,64,0.1463895875754951,5,1.2756543697777574,1066,0.016806543241716133,205,0.1800072554053486,7,0.3906081907675723,4,1.1113991817419615,1014,0.02466557860417846,67,0.1463895875754951,0,inf,22,0.9484171907614755,19,0.03280625674745291,117,0.10488297965814854
1455 Seabury Pl,"Bronx, NY 10460","1455 Seabury Pl Bronx, NY 10460 ",40.8341456,-73.8920862,53,0.5100989236530276,0,inf,76,0.27762740066004127,6,0.47335549108662045,271,0.3166547506330966,211,0.25930562350887376,2,1.7830832762939957,0,inf,1109,0.061080327919711096,84,0.27762740066004127,0,inf,9,1.4753567142228974,9,0.9936404715524152,72,0.13105915921096906
239 Byrne Ave,"Staten Island, NY 10314","239 Byrne Ave Staten Island, NY 10314 ",40.6089709,-74.1338301,4,2.0540439371021737,0,inf,4,2.3740159670303074,1,1.226218655757762,167,0.5938889281520122,21,0.330667169997377,0,inf,1,2.404078468894664,539,0.1171092093112413,4,2.3740159670303074,0,inf,8,0.49949042429934315,1,2.5318788788315807,23,0.45063060028747826
88 Meagan Loop,"Staten Island, NY 10307","88 Meagan Loop Staten Island, NY 10307 ",40.5149676,-74.2466297,6,1.0009065264311097,0,inf,5,0.29285638270619,0,inf,57,0.11592101002145519,15,0.909711147498633,0,inf,0,inf,162,0.04904857510219368,7,0.29285638270619,0,inf,1,2.3952826673898917,0,inf,7,0.2042769089295792
347 W 44th St Apt 4RW,"Manhattan, NY 10036","347 W 44th St Apt 4RW Manhattan, NY 10036 ",40.7592196,-73.9900975,15,0.49755230222822744,3,0.7395377477859643,111,0.13327001570941,33,0.10160932515871932,3015,0.012750478463998962,164,0.1600104421250165,13,0.4899843953548221,21,0.2750063763304904,1489,0.06506749867901819,122,0.13327001570941,1,1.890009058137587,40,0.7579652860989728,25,0.688896004293668,190,0.10530073469923383
27110 Grand Central Pkwy Apt 15G,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 15G Floral Park, NY 11005 ",40.7250575,-73.7586039,16,1.233992231849906,0,inf,6,1.576595954810239,2,2.709113686491743,258,0.2579004815576456,22,0.8773700768190704,0,inf,0,inf,1180,0.16546733886100434,17,1.1110095346631792,0,inf,0,inf,2,2.314540319026608,64,0.27932044661743366
122 Prescott Ave,"Staten Island, NY 10306","122 Prescott Ave Staten Island, NY 10306 ",40.5775577,-74.1106071,2,0.5139298181212739,0,inf,6,0.1282936044556243,0,inf,102,0.1568355274803113,13,0.7351233648940543,0,inf,0,inf,387,0.2398040134169063,6,0.1282936044556243,0,inf,1,2.966763026911829,1,0.542286321318833,19,0.3515051235497648
82 Van Duzer St,"Staten Island, NY 10301","82 Van Duzer St Staten Island, NY 10301 ",40.6358843,-74.077205,2,2.888038475271003,0,inf,8,0.1505727559449072,1,2.8584018875150496,191,0.10462642585838419,19,0.4605913205016719,1,0.5134688448136474,1,1.2388149332080889,579,0.08280181225307158,11,0.1505727559449072,0,inf,7,0.7633110331618963,0,inf,20,0.16243489103580971
170 E 79th St Unit Maisonette,"New York, NY 10075","170 E 79th St Unit Maisonette New York, NY 10075 ",40.7744915,-73.958323,16,1.1891483438336063,2,1.3525146924797833,103,0.09855354375033265,23,1.0540033667919215,2388,0.03537218803554409,181,0.08174968800779467,11,0.5902093560660006,11,0.6954479418869668,1544,0.028757122863468088,109,0.09855354375033265,1,2.820156667761591,25,0.30542050105728774,22,0.5326615904948729,197,0.08431710537754358
3 Court Sq Apt 2411,"Queens, NY 11101","3 Court Sq Apt 2411 Queens, NY 11101 ",40.747963,-73.944456,13,0.7893447132621183,2,2.174006740722339,119,0.06808976811760788,43,0.5950850861181568,2976,0.03531060621451865,173,0.46333568845807,12,0.38889270531050346,20,1.281854904992179,1738,0.034133268778151,124,0.06808976811760788,1,1.734906150890205,29,0.5910636512277663,21,0.48673733306607586,224,0.0781243933627879
162 E 2nd St Unit 3BB,"Manhattan, NY 10009","162 E 2nd St Unit 3BB Manhattan, NY 10009 ",40.7228235,-73.98509,27,0.4505631173294879,2,1.6790671124560468,154,0.2576185523265919,43,0.10228977294667431,3267,0.010789136968604895,181,0.273468960332225,14,0.5559076732195898,20,0.6650352155152814,1513,0.04664016095417543,166,0.2576185523265919,1,1.0645453109348637,46,0.3758627886300216,19,0.3679225766751286,208,0.05627117911547996
330 Clermont Ave,"Brooklyn, NY 11205","330 Clermont Ave Brooklyn, NY 11205 ",40.6880979,-73.9700803,26,0.16757195245492537,0,inf,124,0.17025516040364272,30,0.37238188550383383,2015,0.09014704075925355,187,0.37486506911730305,6,0.8761072824646121,1,3.1043539434603202,1676,0.07643822039519695,126,0.17025516040364272,0,inf,30,0.29680632168084,11,0.5345417971728126,179,0.08942291179182027
436 W 259th St,"Bronx, NY 10471","436 W 259th St Bronx, NY 10471 ",40.906616,-73.9029582,27,0.2944880343931713,1,2.0717857256780166,22,1.2065098034761426,0,inf,66,0.04860017363871975,75,0.08553789571135931,0,inf,0,inf,316,0.060847533958608674,33,0.5779046183762387,0,inf,2,2.9014735008298103,3,0.5078483218833995,25,0.09819937483566477
