Address line 1,Address line 2,Full Address,Latitude,Longitude
429 Kent Ave Unit 305,"Brooklyn, NY 11249","429 Kent Ave Unit 305 Brooklyn, NY 11249 ",40.7095127,-73.9677693
24120 Northern Blvd Apt 2B,"Little Neck, NY 11362","24120 Northern Blvd Apt 2B Little Neck, NY 11362 ",40.7649263,-73.7452818
335 E 51st St Apt 9D,"New York, NY 10022","335 E 51st St Apt 9D New York, NY 10022 ",40.7551174,-73.9665517
233 E 69th St Unit 14KLM,"Manhattan, NY 10021","233 E 69th St Unit 14KLM Manhattan, NY 10021 ",40.7671376,-73.9601686
61 E 86th St Apt 25,"Manhattan, NY 10028","61 E 86th St Apt 25 Manhattan, NY 10028 ",40.7808231,-73.9583431
2403 E 13th St Apt 1D,"Brooklyn, NY 11235","2403 E 13th St Apt 1D Brooklyn, NY 11235 ",40.5917839,-73.956745
5614 Netherland Ave Apt 4B,"Bronx, NY 10471","5614 Netherland Ave Apt 4B Bronx, NY 10471 ",40.9044841,-73.9059988
327 Central Park W Unit 6CD,"New York, NY 10025","327 Central Park W Unit 6CD New York, NY 10025 ",40.7897139,-73.9665382
55 Park Avenue Ave Unit 8EAST,"Manhattan, NY 10016","55 Park Avenue Ave Unit 8EAST Manhattan, NY 10016 ",40.749066,-73.9794953
923 5th Ave Units 11 & 12E,"Manhattan, NY 10021","923 5th Ave Units 11 & 12E Manhattan, NY 10021 ",40.7732906,-73.9661994
532 W 20th St Unit 5,"New York, NY 10011","532 W 20th St Unit 5 New York, NY 10011 ",40.7462773,-74.0071722
4422 Avenue M,"Brooklyn, NY 11234","4422 Avenue M Brooklyn, NY 11234 ",40.6208679,-73.9321589
65 Central Park W Apt 2G,"Manhattan, NY 10023","65 Central Park W Apt 2G Manhattan, NY 10023 ",40.772784,-73.978694
100 Newel St Unit 1R,"Brooklyn, NY 11222","100 Newel St Unit 1R Brooklyn, NY 11222 ",40.725831,-73.947671
618 Avenue H Apt 2B,"Brooklyn, NY 11230","618 Avenue H Apt 2B Brooklyn, NY 11230 ",40.6288601,-73.9704912
169 E 69th St Apt 11C,"New York, NY 10021","169 E 69th St Apt 11C New York, NY 10021 ",40.7682399,-73.9626494
750 Park Ave Apt 16D,"Manhattan, NY 10021","750 Park Ave Apt 16D Manhattan, NY 10021 ",40.7710228,-73.9642157
150 E 61st St Apt 5K,"New York, NY 10065","150 E 61st St Apt 5K New York, NY 10065 ",40.7631119,-73.9668867
66 Forest St,"Staten Island, NY 10314","66 Forest St Staten Island, NY 10314 ",40.6054639,-74.1648009
114-20 Queens Blvd Unit D6,"Forest Hills, NY 11375","114-20 Queens Blvd Unit D6 Forest Hills, NY 11375 ",40.7171699,-73.83495
1499 E 10th St,"Brooklyn, NY 11230","1499 E 10th St Brooklyn, NY 11230 ",40.6125851,-73.9637011
158 E 100th St Apt 2R,"New York, NY 10029","158 E 100th St Apt 2R New York, NY 10029 ",40.7879824,-73.9485826
334 W 22nd St Apt 12,"Manhattan, NY 10011","334 W 22nd St Apt 12 Manhattan, NY 10011 ",40.7449251,-74.0000191
2156 Cruger Ave Apt 2A,"Bronx, NY 10462","2156 Cruger Ave Apt 2A Bronx, NY 10462 ",40.8552186,-73.8664781
465 Park Ave Unit 18A,"New York, NY 10022","465 Park Ave Unit 18A New York, NY 10022 ",40.7616461,-73.9701294
1 W 67th St Unit 2E,"Manhattan, NY 10023","1 W 67th St Unit 2E Manhattan, NY 10023 ",40.7731562,-73.9781993
184 Kent Ave,"Brooklyn, NY 11249","184 Kent Ave Brooklyn, NY 11249 ",40.7185491,-73.9645909
2287 Pacific St,"Brooklyn, NY 11233","2287 Pacific St Brooklyn, NY 11233 ",40.6756324,-73.9098926
3632 Willett Ave,"Bronx, NY 10467","3632 Willett Ave Bronx, NY 10467 ",40.8804719,-73.8657757
142-15 Franklin Ave Unit 6L,"Flushing, NY 11355","142-15 Franklin Ave Unit 6L Flushing, NY 11355 ",40.7562699,-73.82351
345 W 58th St Apt 3V,"New York, NY 10019","345 W 58th St Apt 3V New York, NY 10019 ",40.7687384,-73.9844993
454 W 23rd St Unit 2F2R,"New York, NY 10011","454 W 23rd St Unit 2F2R New York, NY 10011 ",40.7471896,-74.0035621
33 Greenwich Ave Apt 6K,"Manhattan, NY 10014","33 Greenwich Ave Apt 6K Manhattan, NY 10014 ",40.7350668,-74.0003975
110 W 81st St,"Manhattan, NY 10024","110 W 81st St Manhattan, NY 10024 ",40.7833632,-73.9752503
100 Vandam St,"New York, NY 10013","100 Vandam St New York, NY 10013 ",40.7266327,-74.0088321
141-15 Cherry Ave Unit 6B,"Flushing, NY 11355","141-15 Cherry Ave Unit 6B Flushing, NY 11355 ",40.7550327,-73.8214694
150 W 55th St # 1DEG,"New York, NY 10019","150 W 55th St # 1DEG New York, NY 10019 ",40.7639231,-73.9805803
220 E 73rd St Unit 1A,"New York, NY 10021","220 E 73rd St Unit 1A New York, NY 10021 ",40.7701172,-73.9597198
789 W End Avenue 10 Dl,"New York, NY 10025","789 W End Avenue 10 Dl New York, NY 10025 ",40.7971343,-73.9722076
435 E 85th St Apt GB5,"Manhattan, NY 10028","435 E 85th St Apt GB5 Manhattan, NY 10028 ",40.7756879,-73.9481656
148 259 St SE Unit 82,"Rosedale, NY 11422","148 259 St SE Unit 82 Rosedale, NY 11422 ",40.6547285,-73.7299263
99-35 59 Ave Unit 5L,"Corona, NY 11368","99-35 59 Ave Unit 5L Corona, NY 11368 ",40.7370399,-73.85938
1809 7 Ave Unit 2D,"New York, NY 10026","1809 7 Ave Unit 2D New York, NY 10026 ",40.7995989,-73.9547179
1935 Shore Pkwy Apt 14A,"Brooklyn, NY 11214","1935 Shore Pkwy Apt 14A Brooklyn, NY 11214 ",40.5890549,-73.9918743
425 E 78th St Apt 4A,"Manhattan, NY 10075","425 E 78th St Apt 4A Manhattan, NY 10075 ",40.7714222,-73.9522434
429 Kent Ave Unit TH2,"Brooklyn, NY 11249","429 Kent Ave Unit TH2 Brooklyn, NY 11249 ",40.7095127,-73.9677693
6712 12th Ave,"Brooklyn, NY 11219","6712 12th Ave Brooklyn, NY 11219 ",40.6260258,-74.0054173
2233 W 5th St,"Brooklyn, NY 11223","2233 W 5th St Brooklyn, NY 11223 ",40.5936385,-73.975729
3 Lockman Pl,"Staten Island, NY 10303","3 Lockman Pl Staten Island, NY 10303 ",40.63413,-74.161214
33 Bionia Ave,"Staten Island, NY 10305","33 Bionia Ave Staten Island, NY 10305 ",40.5969705,-74.0752769
68 E 86th St Apt 2B,"Manhattan, NY 10028","68 E 86th St Apt 2B Manhattan, NY 10028 ",40.7804518,-73.9582334
1844 Guerlain St,"Bronx, NY 10460","1844 Guerlain St Bronx, NY 10460 ",40.8393784,-73.8654916
45 Giacomo Ln,"Staten Island, NY 10310","45 Giacomo Ln Staten Island, NY 10310 ",40.633131,-74.117501
812 Park Ave # A,"New York, NY 10021","812 Park Ave # A New York, NY 10021 ",40.773096,-73.9628949
2081 Cruger Ave Apt 3K,"Bronx, NY 10462","2081 Cruger Ave Apt 3K Bronx, NY 10462 ",40.852612,-73.8669241
197 Slater Blvd,"Staten Island, NY 10305","197 Slater Blvd Staten Island, NY 10305 ",40.5807673,-74.0893312
25 Central Park W Apt 7Q,"New York, NY 10023","25 Central Park W Apt 7Q New York, NY 10023 ",40.7703707,-73.9809299
146 W 57th St Apt 60D,"Manhattan, NY 10019","146 W 57th St Apt 60D Manhattan, NY 10019 ",40.764719,-73.9792891
9201 Shore Rd Apt B301,"Brooklyn, NY 11209","9201 Shore Rd Apt B301 Brooklyn, NY 11209 ",40.6206952,-74.0402708
177 E 77th St Apt 5A,"New York, NY 10075","177 E 77th St Apt 5A New York, NY 10075 ",40.7733586,-73.9585888
70 Washington St Apt 8B,"Brooklyn, NY 11201","70 Washington St Apt 8B Brooklyn, NY 11201 ",40.7020831,-73.9899428
212 Cleveland Ave,"Staten Island, NY 10308","212 Cleveland Ave Staten Island, NY 10308 ",40.5455093,-74.1468909
110 E 71st St Fl 18,"New York, NY 10021","110 E 71st St Fl 18 New York, NY 10021 ",40.7699961,-73.963899
20 Plaza St E Apt C4,"Brooklyn, NY 11238","20 Plaza St E Apt C4 Brooklyn, NY 11238 ",40.6757517,-73.9699199
885 Olympia Blvd,"Staten Island, NY 10305","885 Olympia Blvd Staten Island, NY 10305 ",40.5768722,-74.0895475
575 Grand St Apt E202,"New York City, NY 10002","575 Grand St Apt E202 New York City, NY 10002 ",40.7135334,-73.9793134
25 Garden Pl Apt 2,"Brooklyn, NY 11201","25 Garden Pl Apt 2 Brooklyn, NY 11201 ",40.692529,-73.9960999
26 Bedford St Apt 1D,"New York, NY 10014","26 Bedford St Apt 1D New York, NY 10014 ",40.7295818,-74.0035932
4 Dartmouth St Apt 71,"Forest Hills, NY 11375","4 Dartmouth St Apt 71 Forest Hills, NY 11375 ",40.7192373,-73.846265
9902 3rd Ave Apt 2D,"Brooklyn, NY 11209","9902 3rd Ave Apt 2D Brooklyn, NY 11209 ",40.614297,-74.0351382
50 W 66th St Apt 5D,"New York, NY 10023","50 W 66th St Apt 5D New York, NY 10023 ",40.7730497,-73.9804663
3025 Ocean Ave Apt 4D,"Brooklyn, NY 11235","3025 Ocean Ave Apt 4D Brooklyn, NY 11235 ",40.5874482,-73.9489493
63-40 Fresh Pond Building Rd Unit Whole,"Ridgewood, NY 11385","63-40 Fresh Pond Building Rd Unit Whole Ridgewood, NY 11385 ",40.7108469,-73.8999471
565 Broome St Apt N9E,"New York, NY 10013","565 Broome St Apt N9E New York, NY 10013 ",40.724032,-74.0056369
2054 E 67th St,"Brooklyn, NY 11234","2054 E 67th St Brooklyn, NY 11234 ",40.618302,-73.9112219
637 Carlton Ave,"Brooklyn, NY 11238","637 Carlton Ave Brooklyn, NY 11238 ",40.6779901,-73.9720099
1000 Clove Rd Apt 8C,"Staten Island, NY 10301","1000 Clove Rd Apt 8C Staten Island, NY 10301 ",40.6214437,-74.1116832
2107 Bedford Ave Apt C10,"Brooklyn, NY 11226","2107 Bedford Ave Apt C10 Brooklyn, NY 11226 ",40.6529432,-73.9556375
544 Warwick St,"Brooklyn, NY 11207","544 Warwick St Brooklyn, NY 11207 ",40.6699825,-73.8852564
1753 E 12th St Ph 3,"Brooklyn, NY 11229","1753 E 12th St Ph 3 Brooklyn, NY 11229 ",40.6065929,-73.9605574
530 E 84th St Apt 5S,"New York, NY 10028","530 E 84th St Apt 5S New York, NY 10028 ",40.7741805,-73.9474209
1112 Park Ave Unit 6A,"Manhattan, NY 10128","1112 Park Ave Unit 6A Manhattan, NY 10128 ",40.7827293,-73.955653
766 E 220th St,"Bronx, NY 10467","766 E 220th St Bronx, NY 10467 ",40.883343,-73.860223
325 Pennyfield Ave,"Bronx, NY 10465","325 Pennyfield Ave Bronx, NY 10465 ",40.8157497,-73.8089603
543 Miller Ave,"Brooklyn, NY 11207","543 Miller Ave Brooklyn, NY 11207 ",40.6674832,-73.8896734
21 Van Wyck Ave,"Staten Island, NY 10309","21 Van Wyck Ave Staten Island, NY 10309 ",40.5134409,-74.1947051
176 Macdonough St,"Brooklyn, NY 11216","176 Macdonough St Brooklyn, NY 11216 ",40.6813233,-73.9394164
120 Oceana Dr W Apt 2A,"Brooklyn, NY 11235","120 Oceana Dr W Apt 2A Brooklyn, NY 11235 ",40.5756792,-73.9588071
108 E 10th St,"New York, NY 10003","108 E 10th St New York, NY 10003 ",40.7303475,-73.9885354
1728 W 2nd St,"Brooklyn, NY 11223","1728 W 2nd St Brooklyn, NY 11223 ",40.605611,-73.9755993
3104 Snyder Ave,"Brooklyn, NY 11226","3104 Snyder Ave Brooklyn, NY 11226 ",40.6488063,-73.9481665
267 Decker Ave,"Staten Island, NY 10302","267 Decker Ave Staten Island, NY 10302 ",40.6268079,-74.1386304
1055 E 218th St,"Bronx, NY 10469","1055 E 218th St Bronx, NY 10469 ",40.8797792,-73.8528343
309 Carroll St,"Brooklyn, NY 11231","309 Carroll St Brooklyn, NY 11231 ",40.6794953,-73.9927497
20 E 88th St Apt 2B,"New York, NY 10128","20 E 88th St Apt 2B New York, NY 10128 ",40.782165,-73.958465
745 E 31st St Apt 5B,"Brooklyn, NY 11210","745 E 31st St Apt 5B Brooklyn, NY 11210 ",40.6330558,-73.9465081
25 Central Park W Apt 2N,"New York, NY 10023","25 Central Park W Apt 2N New York, NY 10023 ",40.7703709,-73.9809305
3000 Valentine Ave Apt 4E,"Bronx, NY 10458","3000 Valentine Ave Apt 4E Bronx, NY 10458 ",40.8721466,-73.8854635
210 E 36th St Apt 10B,"New York, NY 10016","210 E 36th St Apt 10B New York, NY 10016 ",40.7466276,-73.976633
1480 Thieriot Ave Apt 4F,"Bronx, NY 10460","1480 Thieriot Ave Apt 4F Bronx, NY 10460 ",40.8373634,-73.8651998
1060 Fifth Ave Unit 3C,"Manhattan, NY 10128","1060 Fifth Ave Unit 3C Manhattan, NY 10128 ",40.7822142,-73.9597023
606 Myrtle Ave,"Brooklyn, NY 11205","606 Myrtle Ave Brooklyn, NY 11205 ",40.6939741,-73.9599192
27-04 Astoria Blvd,"Queens, NY 11102","27-04 Astoria Blvd Queens, NY 11102 ",40.7706838,-73.9212821
820 Fifth Ave Unit Maisonette,"Manhattan, NY 10065","820 Fifth Ave Unit Maisonette Manhattan, NY 10065 ",40.7668419,-73.9707457
45 Giacomo Ln,"Staten Island, NY 10310","45 Giacomo Ln Staten Island, NY 10310 ",40.633131,-74.117501
9201 Shore Rd Apt B301,"Brooklyn, NY 11209","9201 Shore Rd Apt B301 Brooklyn, NY 11209 ",40.6206952,-74.0402708
812 Park Ave # A,"New York, NY 10021","812 Park Ave # A New York, NY 10021 ",40.773096,-73.9628949
110 W 81st St,"Manhattan, NY 10024","110 W 81st St Manhattan, NY 10024 ",40.7833632,-73.9752503
454 W 23rd St Unit 2F2R,"New York, NY 10011","454 W 23rd St Unit 2F2R New York, NY 10011 ",40.7471896,-74.0035621
345 W 58th St Apt 3V,"New York, NY 10019","345 W 58th St Apt 3V New York, NY 10019 ",40.7687384,-73.9844993
8 S 4th St Apt 35B,"Brooklyn, NY 11249","8 S 4th St Apt 35B Brooklyn, NY 11249 ",40.7133749,-73.9682242
24 W 55th St Apt 7A,"New York, NY 10019","24 W 55th St Apt 7A New York, NY 10019 ",40.7618562,-73.9757245
651 Vanderbilt St Apt 3J,"Brooklyn, NY 11218","651 Vanderbilt St Apt 3J Brooklyn, NY 11218 ",40.6542145,-73.9747752
319 E 50th St Apt 5G,"New York, NY 10022","319 E 50th St Apt 5G New York, NY 10022 ",40.754762,-73.967511
1084 Pacific St,"Brooklyn, NY 11238","1084 Pacific St Brooklyn, NY 11238 ",40.6785013,-73.9567888
33-71 Prince St Unit 9J,"Flushing, NY 11354","33-71 Prince St Unit 9J Flushing, NY 11354 ",40.765949,-73.833088
184 Columbia Hts Unit 5A,"Brooklyn, NY 11201","184 Columbia Hts Unit 5A Brooklyn, NY 11201 ",40.6975515,-73.9968326
18 Leonard St Apt 2D,"Manhattan, NY 10013","18 Leonard St Apt 2D Manhattan, NY 10013 ",40.7184526,-74.0079953
895 Park Ave # 15C,"New York, NY 10075","895 Park Ave # 15C New York, NY 10075 ",40.7748798,-73.960853
125-15 111th Ave,"South Ozone Park, NY 11420","125-15 111th Ave South Ozone Park, NY 11420 ",40.682393,-73.815546
310 Houston St Ph 1,"Manhattan, NY 10002","310 Houston St Ph 1 Manhattan, NY 10002 ",40.7214578,-73.9829702
1680 Ocean Ave Unit A,"Brooklyn, NY 11223","1680 Ocean Ave Unit A Brooklyn, NY 11223 ",40.6211742,-73.9559348
110-31 73rd Rd Unit 4N,"Forest Hills, NY 11375","110-31 73rd Rd Unit 4N Forest Hills, NY 11375 ",40.7177291,-73.8396215
89-15 Parsons Blvd Unit 11G,"Jamaica, NY 11432","89-15 Parsons Blvd Unit 11G Jamaica, NY 11432 ",40.7057599,-73.80165
2359 Bragg St,"Brooklyn, NY 11229","2359 Bragg St Brooklyn, NY 11229 ",40.5951041,-73.9347972
73 Worth St Apt 5E,"Manhattan, NY 10013","73 Worth St Apt 5E Manhattan, NY 10013 ",40.7170971,-74.0056255
232 10th St,"Brooklyn, NY 11215","232 10th St Brooklyn, NY 11215 ",40.6704016,-73.9909802
188 E 70th St Apt 4C,"Manhattan, NY 10021","188 E 70th St Apt 4C Manhattan, NY 10021 ",40.7684633,-73.9619468
1718 W 11th St,"Brooklyn, NY 11223","1718 W 11th St Brooklyn, NY 11223 ",40.6049158,-73.9841454
1845 83rd St Apt 2,"Brooklyn, NY 11214","1845 83rd St Apt 2 Brooklyn, NY 11214 ",40.6082943,-73.9992627
9040 Fort Hamilton Pkwy Apt 4K,"Brooklyn, NY 11209","9040 Fort Hamilton Pkwy Apt 4K Brooklyn, NY 11209 ",40.6180802,-74.0267156
50 Pine St Apt 10,"New York, NY 10005","50 Pine St Apt 10 New York, NY 10005 ",40.7069134,-74.0085778
1023 Lorimer St,"Brooklyn, NY 11222","1023 Lorimer St Brooklyn, NY 11222 ",40.7261551,-73.9534093
1801 E 7th St,"Brooklyn, NY 11223","1801 E 7th St Brooklyn, NY 11223 ",40.6067031,-73.9655926
4449 Park Ave,"Bronx, NY 10457","4449 Park Ave Bronx, NY 10457 ",40.8538561,-73.8963103
509 W 122nd St Unit 3,"Manhattan, NY 10027","509 W 122nd St Unit 3 Manhattan, NY 10027 ",40.8111897,-73.9589551
168 E 115th St,"New York, NY 10029","168 E 115th St New York, NY 10029 ",40.797491,-73.9416673
2 E 55th St Unit 1118,"Manhattan, NY 10022","2 E 55th St Unit 1118 Manhattan, NY 10022 ",40.761255,-73.9744834
145 Morningside Ave Apt 2C,"New York, NY 10027","145 Morningside Ave Apt 2C New York, NY 10027 ",40.8116058,-73.953634
1825 Madison Ave Apt 6I,"Manhattan, NY 10035","1825 Madison Ave Apt 6I Manhattan, NY 10035 ",40.801452,-73.94341
70 W 45th St Ph 3,"New York, NY 10036","70 W 45th St Ph 3 New York, NY 10036 ",40.7563378,-73.982217
150 Central Park S Unit 907,"Manhattan, NY 10019","150 Central Park S Unit 907 Manhattan, NY 10019 ",40.766055,-73.977935
2729 Bedford Ave,"Brooklyn, NY 11210","2729 Bedford Ave Brooklyn, NY 11210 ",40.6361848,-73.95318
35 Seacoast Ter Apt 11K,"Brooklyn, NY 11235","35 Seacoast Ter Apt 11K Brooklyn, NY 11235 ",40.5771971,-73.9564493
30-55 Vernon Blvd Unit 2G,"Astoria, NY 11102","30-55 Vernon Blvd Unit 2G Astoria, NY 11102 ",40.7707481,-73.9340533
216 E 47th St Apt 11A,"New York, NY 10017","216 E 47th St Apt 11A New York, NY 10017 ",40.7533444,-73.9713025
1499 E 10th St,"Brooklyn, NY 11230","1499 E 10th St Brooklyn, NY 11230 ",40.6125851,-73.9637011
39-47 50 Ave,"Sunnyside, NY 11104","39-47 50 Ave Sunnyside, NY 11104 ",40.7383498,-73.9255057
158 E 100th St Apt 2R,"New York, NY 10029","158 E 100th St Apt 2R New York, NY 10029 ",40.7879824,-73.9485826
465 Park Ave Unit 18A,"New York, NY 10022","465 Park Ave Unit 18A New York, NY 10022 ",40.7616461,-73.9701294
138-35 39th Ave Unit 16K,"Flushing, NY 11354","138-35 39th Ave Unit 16K Flushing, NY 11354 ",40.761237,-73.827712
145 Lincoln Ave Apt 1K,"Staten Island, NY 10306","145 Lincoln Ave Apt 1K Staten Island, NY 10306 ",40.5790784,-74.1074624
1958 W 8th St,"Brooklyn, NY 11223","1958 W 8th St Brooklyn, NY 11223 ",40.599399,-73.980316
1740 W 4th St Apt 6H,"Brooklyn, NY 11223","1740 W 4th St Apt 6H Brooklyn, NY 11223 ",40.6050673,-73.9776246
124 Pennsylvania Ave,"Brooklyn, NY 11207","124 Pennsylvania Ave Brooklyn, NY 11207 ",40.6748273,-73.896905
1720 W 12th St,"Brooklyn, NY 11223","1720 W 12th St Brooklyn, NY 11223 ",40.6047474,-73.9850575
252 E 57th St Apt 47D,"New York, NY 10022","252 E 57th St Apt 47D New York, NY 10022 ",40.7590888,-73.9658817
2156 Cruger Ave Apt 2A,"Bronx, NY 10462","2156 Cruger Ave Apt 2A Bronx, NY 10462 ",40.8552186,-73.8664781
23-23 31st Ave Unit 3E,"Astoria, NY 11106","23-23 31st Ave Unit 3E Astoria, NY 11106 ",40.7666294,-73.9275445
334 W 22nd St Apt 12,"Manhattan, NY 10011","334 W 22nd St Apt 12 Manhattan, NY 10011 ",40.7449251,-74.0000191
692 6th Ave,"Brooklyn, NY 11215","692 6th Ave Brooklyn, NY 11215 ",40.6599851,-73.9915311
86-23 126th St,"Queens, NY 11418","86-23 126th St Queens, NY 11418 ",40.7022613,-73.8248135
104-64 39 Ave Unit 4A,"Corona, NY 11368","104-64 39 Ave Unit 4A Corona, NY 11368 ",40.7510914,-73.8597379
250 W 90th St Apt 11H,"Manhattan, NY 10024","250 W 90th St Apt 11H Manhattan, NY 10024 ",40.7908701,-73.9751981
2 5th Ave Apt 2U,"Manhattan, NY 10011","2 5th Ave Apt 2U Manhattan, NY 10011 ",40.7319232,-73.9968253
3567 Shore Pkwy Apt 4A,"Brooklyn, NY 11235","3567 Shore Pkwy Apt 4A Brooklyn, NY 11235 ",40.5854337,-73.9442388
345 E 52nd St Apt 3G,"Manhattan, NY 10022","345 E 52nd St Apt 3G Manhattan, NY 10022 ",40.755643,-73.965864
310 W 106th St Unit 10D,"Manhattan, NY 10025","310 W 106th St Unit 10D Manhattan, NY 10025 ",40.8015782,-73.9687913
1414 76th St,"Brooklyn, NY 11228","1414 76th St Brooklyn, NY 11228 ",40.6179896,-74.0056024
1 Fordham Hill Oval Apt 10E,"Bronx, NY 10468","1 Fordham Hill Oval Apt 10E Bronx, NY 10468 ",40.863759,-73.9084665
14 E 75th St Unit 7E,"New York, NY 10021","14 E 75th St Unit 7E New York, NY 10021 ",40.7739128,-73.9647981
270A W 117th St,"Manhattan, NY 10026","270A W 117th St Manhattan, NY 10026 ",40.8045919,-73.9541788
401 E 86th St Apt 5N,"Manhattan, NY 10028","401 E 86th St Apt 5N Manhattan, NY 10028 ",40.7770053,-73.9492864
7 MT Morris Park W Unit D,"Manhattan, NY 10027","7 MT Morris Park W Unit D Manhattan, NY 10027 ",40.8043663,-73.9460667
325 Stockholm St,"Brooklyn, NY 11237","325 Stockholm St Brooklyn, NY 11237 ",40.7036215,-73.9190128
120 Central Park S Unit 6AB,"New York, NY 10019","120 Central Park S Unit 6AB New York, NY 10019 ",40.7781809,-73.9745473
Bronx River Ave Lot 77,"Bronx, NY 10460","Bronx River Ave Lot 77 Bronx, NY 10460 ",40.8061071,-73.8546198
1 W 67th St Unit 2E,"Manhattan, NY 10023","1 W 67th St Unit 2E Manhattan, NY 10023 ",40.7731562,-73.9781993
184 Kent Ave,"Brooklyn, NY 11249","184 Kent Ave Brooklyn, NY 11249 ",40.7185491,-73.9645909
1060 Fifth Ave Unit 3C,"Manhattan, NY 10128","1060 Fifth Ave Unit 3C Manhattan, NY 10128 ",40.7822142,-73.9597023
55 W 95th St Unit 81/82,"New York, NY 10025","55 W 95th St Unit 81/82 New York, NY 10025 ",40.7917775,-73.9666643
1480 Thieriot Ave Apt 4F,"Bronx, NY 10460","1480 Thieriot Ave Apt 4F Bronx, NY 10460 ",40.8373634,-73.8651998
606 Myrtle Ave,"Brooklyn, NY 11205","606 Myrtle Ave Brooklyn, NY 11205 ",40.6939741,-73.9599192
165 Malcolm X Blvd Unit 3B,"Brooklyn, NY 11221","165 Malcolm X Blvd Unit 3B Brooklyn, NY 11221 ",40.6876014,-73.9297797
27-04 Astoria Blvd,"Queens, NY 11102","27-04 Astoria Blvd Queens, NY 11102 ",40.7706838,-73.9212821
210 E 36th St Apt 10B,"New York, NY 10016","210 E 36th St Apt 10B New York, NY 10016 ",40.7466276,-73.976633
1 Fifth Ave Unit 14F,"Manhattan, NY 10003","1 Fifth Ave Unit 14F Manhattan, NY 10003 ",40.7317795,-73.9964834
43 Fifth Ave # E,"New York, NY 10003","43 Fifth Ave # E New York, NY 10003 ",40.7340159,-73.9946266
126 W 22nd St Apt 5N,"Manhattan, NY 10011","126 W 22nd St Apt 5N Manhattan, NY 10011 ",40.7425592,-73.9946265
315 Seventh Ave Unit 2A,"New York, NY 10001","315 Seventh Ave Unit 2A New York, NY 10001 ",40.746977,-73.9932378
370 Carlton Ave,"Brooklyn, NY 11238","370 Carlton Ave Brooklyn, NY 11238 ",40.6864331,-73.9717394
221 Benedict Rd,"Staten Island, NY 10304","221 Benedict Rd Staten Island, NY 10304 ",40.5939084,-74.1060122
12 E 14th St Apt 3F,"Manhattan, NY 10003","12 E 14th St Apt 3F Manhattan, NY 10003 ",40.7356519,-73.99312
49 Grant St,"Staten Island, NY 10301","49 Grant St Staten Island, NY 10301 ",40.6337501,-74.0770214
63 W 17th St Apt 7A,"Manhattan, NY 10011","63 W 17th St Apt 7A Manhattan, NY 10011 ",40.7393286,-73.9950407
5 E 17th St Fl 4,"Manhattan, NY 10003","5 E 17th St Fl 4 Manhattan, NY 10003 ",40.7379414,-73.9914234
557 Hunter Ave,"Staten Island, NY 10306","557 Hunter Ave Staten Island, NY 10306 ",40.5752576,-74.0913846
8784 24th Ave,"Brooklyn, NY 11214","8784 24th Ave Brooklyn, NY 11214 ",40.5956658,-73.9935139
20 Pine St Apt 3204,"Manhattan, NY 10005","20 Pine St Apt 3204 Manhattan, NY 10005 ",40.707729,-74.0097327
115 E 61st St Ste 7C,"New York, NY 10065","115 E 61st St Ste 7C New York, NY 10065 ",40.7640526,-73.9679859
300 E 23rd St Apt 18C,"Manhattan, NY 10010","300 E 23rd St Apt 18C Manhattan, NY 10010 ",40.7375185,-73.9807662
